variant,slide_id,scanner_probe_accuracy,pair_cosine_average,pair_cosine_worst,retrieval_top1_average,retrieval_top1_worst
pathoalign_dep20,scc_13,0.31636363636363635,0.7549817669120702,0.6827670574188233,0.9681818181818181,0.9
pathoalign_dep20,scc_14,0.33499999999999996,0.7511482781916856,0.6933241851627827,1.0,1.0
pathoalign_dep20,scc_15,0.376,0.7634051384925843,0.6762802668412526,0.9013333333333333,0.8
pathoalign_dep20,scc_16,0.367741935483871,0.7374162923905156,0.6707383873001221,0.9596774193548387,0.9064516129032258
pathoalign_dep20,scc_17,0.30105263157894735,0.7386901819392254,0.6704149559924477,0.9736842105263157,0.9315789473684211
pathoalign_dep20,scc_18,0.39,0.7351213846206666,0.683236278295517,0.986,0.945
pathoalign_dep20,scc_19,0.44000000000000006,0.6975456715547121,0.6056206570221827,0.9646153846153845,0.8923076923076924
pathoalign_dep20,scc_20,0.36363636363636365,0.7556870556961407,0.6840410373427651,0.9790909090909091,0.9363636363636363
pathoalign_dep20,scc_21,0.44000000000000006,0.6806893593072891,0.45931206941604613,0.97,0.8
pathoalign_dep20,scc_22,0.36,0.7293356888131661,0.6463686344298449,0.8804545454545455,0.7954545454545455
pathoalign_dep20,scc_23,0.36,0.7814790300528208,0.7156000892321269,1.0,1.0
pathoalign_dep20,scc_24,0.35750000000000004,0.7223570599406959,0.6762155741453171,0.9862500000000001,0.95
pathoalign_dep20,scc_25,0.34285714285714286,0.7636719053557941,0.6987718565123422,0.9907142857142859,0.9428571428571428
pathoalign_dep20,scc_26,0.34095238095238095,0.7317885474931626,0.659920109737487,0.9642857142857142,0.9285714285714286
pathoalign_dep20,scc_27,0.3688888888888889,0.7435968301031325,0.6612374126911164,0.9988888888888889,0.9888888888888889
pathoalign_dep20,scc_28,0.34461538461538466,0.6924373661096279,0.6137726247310639,0.9953846153846154,0.9538461538461538
pathoalign_dep20,scc_29,0.3698461538461538,0.6937265482453199,0.6196655264726052,0.9167692307692308,0.8415384615384616
pathoalign_dep20,scc_30,0.36,0.718523030936718,0.5921611118316651,0.96,0.89
pathoalign_dep20,scc_31,0.3432258064516129,0.8227911647481303,0.7961629648362436,0.853225806451613,0.767741935483871
pathoalign_dep20,scc_32,0.388,0.6936699366718531,0.5352610617130995,0.9155,0.785
pathoalign_dep20,scc_33,0.35454545454545455,0.7421270039406689,0.6642571376128631,0.9786363636363637,0.9318181818181819
pathoalign_dep20,scc_34,0.34500000000000003,0.7490340591967106,0.6693773314356803,0.9737500000000001,0.9
pathoalign_dep20,scc_35,0.30666666666666664,0.7525939877827963,0.6947003444035847,1.0,1.0
pathoalign_dep20,scc_36,0.386,0.7325645568817853,0.6596883225440979,0.9905000000000002,0.95
pathoalign_dep20,scc_37,0.3828571428571429,0.7199678482328142,0.6362413167953491,0.9985714285714286,0.9857142857142858
pathoalign_dep20,scc_38,0.36,0.7430925943759771,0.6520457641436503,0.9773076923076923,0.926923076923077
pathoalign_dep20,scc_39,0.35666666666666663,0.737287328839302,0.6269890740513802,0.9608333333333334,0.85
pathoalign_dep20,scc_40,0.37,0.7084712252020836,0.6232799232006073,0.9974999999999999,0.975
pathoalign_dep20,scc_41,0.336,0.7850691683292389,0.7072344613075257,0.9960000000000001,0.9800000000000001
pathoalign_dep20,scc_42,0.3028571428571428,0.7550093059880393,0.6906473176819937,1.0,1.0
